SSN,PID,CC,Site,ICRAFPID,Lon,Lat,Depth,pH,Hp,EC,C,N,P,K,S,Ca,Mg,Al,B,Cu,Fe,Mn,Zn,Na
icr033546,KE-zzN1G9,KE,Mbalambala,Mbalambala-14-1,39.057957,-0.137943,35,8.413,0.198,0.36,4418,368,9.4,1372,58.9,9988.3,446.1,742.486,2.474,1.577,29.66,296,1.535,321.39
icr033566,KE-y6oCI1,KE,Mbalambala,Mbalambala-15-2,39.056541,-0.109038,10,8.158,0.096,0.286,2297,222,4.6,1145,23.2,3532.3,514.6,736.586,0.892,0.708,53.98,369.7,0.58,188.29
icr033567,KE-y6oCI1,KE,Mbalambala,Mbalambala-15-2,39.056541,-0.109038,35,7.953,0.198,0.104,3497,360,18.7,995.8,10.5,2689.3,451.1,772.186,0.919,0.858,72.34,364.3,1.021,59.91
icr033580,KE-TSErVB,KE,Mbalambala,Mbalambala-15-10,39.059078,-0.104208,10,8.004,0.149,0.675,20218,2073,90.1,3432,75.7,6542.3,444,579.386,2.688,0.619,49.85,286.9,5.525,449.19
icr033581,KE-TSErVB,KE,Mbalambala,Mbalambala-15-10,39.059078,-0.104208,35,8.382,0.096,0.453,12075,1043,52.8,3021,94,8907.3,478.8,629.486,2.321,0.733,39.95,318,2.514,1344.89
icr033582,KE-f3fwtW,KE,Mbalambala,Mbalambala-16-1,39.064034,-0.091448,10,8.092,0.24,0.826,15450,1414,35,469.8,76.9,6299.3,772.8,628.886,2.832,5.724,206.5,328.1,3.163,313.49
icr033583,KE-f3fwtW,KE,Mbalambala,Mbalambala-16-1,39.064034,-0.091448,35,8.432,0.149,0.359,9081,786,42.4,252.1,43.2,4558.3,631,625.886,1.759,4.373,184.6,364.4,2.831,250.69
icr033602,ET-XIQOUZ,ET,Mega,Mega-1-1,38.25843,4.143862,10,8.082,0.138,0.32,18671,1327,14.8,951.3,17,10358.3,1214,509.286,1.656,3.525,25.58,242.4,1.29,72.19
icr033603,ET-XIQOUZ,ET,Mega,Mega-1-1,38.25843,4.143862,35,8.249,0.138,0.211,15643,999,13,832.1,16.2,10018.3,1273,543.886,1.588,3.383,24.07,248.9,1.136,155.29
icr033621,ET-d9cnRX,ET,Mega,Mega-2-1,38.26189,4.178087,10,8.481,0.23,0.197,10012,793,35.5,743,17.5,8758.3,775.4,191.686,1.223,2.585,33.78,102.1,1.046,46.1
icr033622,ET-d9cnRX,ET,Mega,Mega-2-1,38.26189,4.178087,35,8.583,0.23,0.225,10830,1043,31.2,1156,25.5,11858.3,1111,108.286,1.303,2.701,25.63,66.65,1.539,76.59
icr033637,ET-nLyI29,ET,Mega,Mega-3-1,38.258347,4.194902,10,8.139,0.138,0.385,20773,1709,170.9,1651,21.4,7215.3,997,446.086,2.439,2.666,37.75,202.7,2.731,38.79
icr033638,ET-nLyI29,ET,Mega,Mega-3-1,38.258347,4.194902,35,8.519,0.138,0.279,12969,973,63.1,2037,17.6,9501.3,1080,248.386,2.842,3.04,25.17,102.4,1.017,81.59
icr033656,ET-ZU7W3Q,ET,Mega,Mega-4-1,38.261177,4.21533,10,8.373,0.23,0.129,14598,1126,6.4,589.7,8.6,5511.3,1283,716.186,1.293,4.126,50.86,206.1,0.643,44.43
icr033657,ET-ZU7W3Q,ET,Mega,Mega-4-1,38.261177,4.21533,35,8.359,0.184,0.148,13534,890,6.5,355,10.7,9591.3,1563,459.686,1.08,3.771,35.58,136.7,0.927,51.55
icr033676,ET-VOsQwj,ET,Mega,Mega-5-1,38.291641,4.149408,10,8.129,0.138,0.267,21771,1574,16.4,1027,20.1,10048.3,778.3,567.686,2.122,3.833,26.38,249.3,1.272,48.74
icr033677,ET-VOsQwj,ET,Mega,Mega-5-1,38.291641,4.149408,35,8.252,0.184,0.233,17115,1001,9.1,582.5,21.2,11898.3,1038,391.386,1.629,3.579,23.61,190.3,0.765,117.59
icr033696,ET-XcpBJw,ET,Mega,Mega-6-1,38.288509,4.176502,10,8.256,0.23,0.453,22890,1539,8.1,504.9,35.9,14858.3,1992,647.986,2.547,3.4,31.68,71.72,1.145,573.89
icr033697,ET-XcpBJw,ET,Mega,Mega-6-1,38.288509,4.176502,35,8.073,0.23,2.56,20184,1139,5,315.1,80.2,14538.3,2233,538.786,8.644,3.115,28.83,60.49,0.734,1929.89
icr033714,ET-2urfxb,ET,Mega,Mega-7-1,38.282288,4.192852,10,8.446,0.184,0.177,10867,966,60.2,1018,12,4220.3,1064,587.386,1.385,3.259,49.72,172.9,1.072,57.46
icr033715,ET-2urfxb,ET,Mega,Mega-7-1,38.282288,4.192852,35,8.411,0.23,0.772,9251,749,20.5,1500,49.9,7745.3,1740,431.486,2.725,3.109,32.14,100,0.971,459.59
icr033732,ET-Io35lf,ET,Mega,Mega-8-1,38.281349,4.21692,10,8.345,0.138,0.26,11224,889,10,688.2,19.8,9127.3,1600,605.186,1.656,2.625,56.92,104,1.632,124.89
icr033733,ET-Io35lf,ET,Mega,Mega-8-1,38.281349,4.21692,35,8.668,0.184,1.308,11670,643,2.3,218.1,57,13258.3,2693,489.086,4.339,3.079,41.35,45.02,0.411,1724.89
icr033752,ET-MCfLbU,ET,Mega,Mega-9-1,38.311962,4.148507,10,8.078,0.138,0.201,19149,1397,7.2,1091,9,5501.3,888.8,804.786,1.228,4.244,38.97,243.7,0.876,37.45
icr033753,ET-MCfLbU,ET,Mega,Mega-9-1,38.311962,4.148507,35,8.271,0.23,0.195,16413,1299,2.3,713.8,13.3,13318.3,1475,542.586,1.331,3.65,25.72,150.2,0.682,86.59
icr033771,ET-NH5Pwg,ET,Mega,Mega-10-1,38.307098,4.177987,10,7.494,0.092,0.213,13894,1302,3,976.9,9.3,3818.3,1275,797.786,0.976,4.341,45.09,222.8,0.655,42.61
icr033772,ET-NH5Pwg,ET,Mega,Mega-10-1,38.307098,4.177987,35,8.233,0.184,0.264,9851,1007,2.3,727.2,18.1,7487.3,1551,575.886,1.484,4.215,31.5,187.2,0.87,122.89
icr033791,ET-FHKUkg,ET,Mega,Mega-11-1,38.306042,4.192768,10,8.135,0.184,0.212,15647,1526,8.9,455,11.1,7564.3,1198,651.286,1.627,3.568,54.11,159.5,1.987,38.07
icr033792,ET-FHKUkg,ET,Mega,Mega-11-1,38.306042,4.192768,35,8.329,0.138,0.236,14384,1137,5.8,226.6,11.6,13248.3,1460,312.586,1.171,2.878,34.31,87.15,0.508,40.79
icr033811,ET-cw0nz2,ET,Mega,Mega-12-1,38.312885,4.209178,10,8.324,0.046,0.203,10678,868,2,466.5,13.7,7612.3,2110,695.186,1.51,4.227,49.84,159.9,0.64,152.39
icr033812,ET-cw0nz2,ET,Mega,Mega-12-1,38.312885,4.209178,35,8.537,0.184,0.506,9269,647,2.2,311.9,30,9612.3,2749,501.386,2.92,3.646,44.27,92,0.512,771.49
icr033831,ET-HbhZoG,ET,Mega,Mega-13-1,38.333164,4.142667,10,8.52,0.184,0.414,23252,1648,5.3,370.6,28.3,16318.3,1580,420.886,2.508,2.983,23.17,89.12,0.755,747.99
icr033832,ET-HbhZoG,ET,Mega,Mega-13-1,38.333164,4.142667,35,8.834,0.23,0.691,19729,1222,3.8,301.4,77.7,15978.3,1848,348.486,6.36,2.843,23.69,71.65,0.494,1895.89
icr033851,ET-E53ZwX,ET,Mega,Mega-14-1,38.332561,4.160913,10,7.867,0.092,0.381,18512,1365,3.2,1311,20.1,4898.3,1068,810.986,1.258,4.587,40.17,227.2,0.954,52.33
icr033852,ET-E53ZwX,ET,Mega,Mega-14-1,38.332561,4.160913,35,8.186,0.184,0.242,12879,882,2.5,1125,20.6,11508.3,1407,521.486,1.147,3.995,26.06,120.4,0.566,110.69
icr033871,ET-beh9Qd,ET,Mega,Mega-15-1,38.332199,4.193222,10,8.428,0.099,0.211,17390,1281,5.6,235.4,15.1,17238.3,1181,198.086,1.152,2.647,26.27,35.25,0.822,103.49
icr033872,ET-beh9Qd,ET,Mega,Mega-15-1,38.332199,4.193222,35,8.573,0.248,0.133,18814,1489,8.9,352.8,14.2,13748.3,963.9,319.186,1.503,3.24,30.24,68.08,0.681,79.29
icr033890,ET-MV3cNL,ET,Mega,Mega-16-1,38.327602,4.207513,10,8.191,0.192,0.3,19333,1317,5.7,1033,17.2,10228.3,1231,535.286,1.697,3.367,31.8,188.9,0.784,64.27
icr033891,ET-MV3cNL,ET,Mega,Mega-16-1,38.327602,4.207513,35,8.365,0.248,0.226,15863,881,6,663.2,22.3,13538.3,1690,295.486,1.514,3.223,27.15,95,0.713,84.19
icr033910,NG-Ako5Ff,NG,Ibi,Ibi-1-1,9.867402,8.10135,10,5.841,0.192,0.022,6645,383,6.6,78.4,6.4,490.9,97.9,314.8,0.096,0.347,221.5,50.1,0.953,64.75
icr033911,NG-Ako5Ff,NG,Ibi,Ibi-1-1,9.867402,8.10135,35,5.466,0.096,0.012,2975,142,2.6,52.4,4.8,268.5,82.8,434.2,0.045,0.311,125.1,20.7,0.634,40.64
icr033930,NG-9YHLtV,NG,Ibi,Ibi-2-1,9.857668,8.13086,10,5.459,0.096,0.022,4670,234,6.5,54,5.2,372.4,72.7,345.8,0.042,0.745,204,29.49,0.699,56.33
icr033931,NG-9YHLtV,NG,Ibi,Ibi-2-1,9.857668,8.13086,35,5.427,0.19,0.019,2650,152,3.8,94.1,6.2,331.7,73.9,461.9,0.028,0.742,158.4,8.867,0.818,80.9
icr033950,NG-O9XuHD,NG,Ibi,Ibi-3-1,9.866153,8.148807,10,7.839,0.192,0.184,11427,794,16.1,148.3,8.1,2681.9,306.4,423.2,0.361,1.414,212.2,102.1,1.575,39.52
icr033951,NG-O9XuHD,NG,Ibi,Ibi-3-1,9.866153,8.148807,35,6.39,0.096,0.031,8557,529,6.6,129.5,6.6,1027.9,208.7,708.1,0.13,1.305,152.3,61.36,0.994,39.76
icr033970,NG-rLNAmH,NG,Ibi,Ibi-4-1,9.854512,8.172992,10,5.999,0.144,0.035,7404,326,5.2,69.2,5.4,694.8,162.1,445,0.088,0.557,208.9,130.7,0.853,32.28
icr033971,NG-rLNAmH,NG,Ibi,Ibi-4-1,9.854512,8.172992,35,5.385,0.048,0.007,3968,202,2.8,52.1,5.8,520.2,150.7,721.4,0.04,0.735,104.1,42.71,0.382,49.88
icr033990,NG-jqRAev,NG,Ibi,Ibi-5-1,9.881415,8.106908,10,5.351,0.192,0.026,7893,334,7.9,64.1,5.6,505.2,70,407.6,0.05,0.802,248.3,34.31,0.579,50.73
icr033991,NG-jqRAev,NG,Ibi,Ibi-5-1,9.881415,8.106908,35,5.315,0.384,0.017,2972,169,3.9,39.5,3.8,325.4,47.4,471.6,0.036,0.592,136.6,10.41,0.608,40.72
icr034010,NG-cxzIhn,NG,Ibi,Ibi-6-1,9.880528,8.126678,10,6.531,0.096,0.02,6017,425,6.7,81.3,4.5,633.1,96,280,0.081,0.414,89.16,118.8,0.709,30.4
icr034011,NG-cxzIhn,NG,Ibi,Ibi-6-1,9.880528,8.126678,35,6.367,0.192,0.008,2369,106,2.6,47.9,2.8,396.1,89.3,323.7,0.093,0.358,62.08,79.7,0.335,42.22
icr034030,NG-1hegv3,NG,Ibi,Ibi-7-1,9.884018,8.146075,10,5.489,0.096,0.036,6582,317,5.2,50.6,5.6,648.8,138.5,458.5,0.123,0.857,222.9,105.1,0.51,39.95
icr034031,NG-1hegv3,NG,Ibi,Ibi-7-1,9.884018,8.146075,35,5.13,0.288,0.009,2306,129,4.3,26,3.8,220.7,48.9,460.3,0.02,0.484,127.7,17.63,0.766,30.72
icr034050,NG-xsloh4,NG,Ibi,Ibi-8-1,9.888138,8.173905,10,6.594,0.192,0.079,7356,394,9,56,5.3,929.9,127.8,376.6,0.171,0.636,91.45,168.9,0.73,26.25
icr034051,NG-xsloh4,NG,Ibi,Ibi-8-1,9.888138,8.173905,35,6.586,0.096,0.029,6564,309,6,64.6,4.8,880.6,133,484.8,0.148,0.725,84.36,154.5,0.624,35.13
icr034070,NG-EYlQGs,NG,Ibi,Ibi-9-1,9.903975,8.106388,10,6.695,0.192,0.036,7047,322,7.9,59,5.2,864.2,104.6,333.8,0.153,0.446,88.83,171.8,0.636,28.23
icr034071,NG-EYlQGs,NG,Ibi,Ibi-9-1,9.903975,8.106388,35,6.094,0.096,0.016,3061,139,2.5,46.6,3.2,440.4,83.1,397.3,0.061,0.487,68.91,136.5,0.535,36.67
icr034090,NG-gwxNY5,NG,Ibi,Ibi-10-1,9.910415,8.128393,10,6.269,0.288,0.033,6087,273,10,43.3,4.4,622.8,87.6,300.8,0.09,0.471,65.52,113.5,0.573,25.24
icr034091,NG-gwxNY5,NG,Ibi,Ibi-10-1,9.910415,8.128393,35,6.15,0.096,0.023,4364,306,5.5,42.9,4.3,508.8,81.7,336.8,0.065,0.478,67.45,107.8,0.444,30.17
icr034110,NG-dMZfRp,NG,Ibi,Ibi-11-1,9.90334,8.15104,10,5.314,0.192,0.016,4314,313,7.1,52.4,4.8,248.1,43.8,296,0.046,0.406,218.9,10.55,0.558,34.83
icr034111,NG-dMZfRp,NG,Ibi,Ibi-11-1,9.90334,8.15104,35,5.063,0.672,0.014,2568,257,4.1,62.5,4.3,196.8,36.5,517.3,0.024,0.522,136.7,5.476,0.58,36.02
icr034130,NG-ml6Sen,NG,Ibi,Ibi-12-1,9.90665,8.167848,10,6.36,0.192,0.038,6410,481,6.4,44.5,4.8,691,109.5,308.7,0.15,0.514,165,139.3,0.647,27.16
icr034131,NG-ml6Sen,NG,Ibi,Ibi-12-1,9.90665,8.167848,35,5.086,0.192,0.012,3069,281,2.9,31.8,3.3,386.4,85.5,354.1,0.051,0.464,102.4,106.3,0.466,31.92
icr034150,NG-RPqgkK,NG,Ibi,Ibi-13-1,9.921948,8.101377,10,6.485,0.192,0.028,6468,465,7.1,46,4.2,789.1,88.5,331.1,0.107,0.502,85.84,119.8,0.531,22.91
icr034151,NG-RPqgkK,NG,Ibi,Ibi-13-1,9.921948,8.101377,35,6.201,0.192,0.009,2539,200,2.7,29.2,3.6,356.8,53.1,310.8,0.046,0.298,55.6,53.05,1.306,34.24
icr034170,NG-cvCqAK,NG,Ibi,Ibi-14-1,9.929275,8.132995,10,6.829,0.048,0.025,5971,434,10.5,51.7,4,703.2,88,298.1,0.118,0.346,72.79,102.2,0.512,30.75
icr034171,NG-cvCqAK,NG,Ibi,Ibi-14-1,9.929275,8.132995,35,6.388,0.048,0.014,3121,242,3.2,44.3,3.4,416,82.5,325,0.073,0.382,67.43,94.17,0.615,27.48
icr034190,NG-eZU6j7,NG,Ibi,Ibi-15-1,9.93064,8.158693,10,6.707,0.048,0.044,5580,496,9.3,92.8,9,695.3,165.4,503.1,0.192,0.51,82.47,109.3,0.641,34.97
icr034191,NG-eZU6j7,NG,Ibi,Ibi-15-1,9.93064,8.158693,35,6.538,0.095,0.031,5814,449,6.5,61.4,5.6,541.2,121.9,386.6,0.088,0.523,98.19,155.4,0.874,27.83
icr034210,NG-l0aaCE,NG,Ibi,Ibi-16-1,9.927748,8.173488,10,6.627,0.143,0.049,6203,482,9,91.6,7.3,691,164,497.6,0.169,0.529,80.08,107.4,0.49,31.87
icr034211,NG-l0aaCE,NG,Ibi,Ibi-16-1,9.927748,8.173488,35,5.448,0.143,0.02,3977,355,4.1,38.6,5.8,463.7,109,636.7,0.051,0.756,73.17,118.9,0.528,33.39
icr034262,NG-yJ5oWK,NG,Katsina ala,Katsina ala-1-1,9.305082,6.978643,10,6.096,0.192,0.087,9945,572,20.7,113.2,5.5,879.4,173.3,562.641,0.218,0.914,126.1,187,0.968,42.71
icr034263,NG-yJ5oWK,NG,Katsina ala,Katsina ala-1-1,9.305082,6.978643,35,5.898,0.192,0.04,8485,525,10.1,91,6.5,624.3,139.6,745.141,0.055,1.246,148.9,195.8,0.77,33.32
icr034282,NG-jzHigK,NG,Katsina ala,Katsina ala-2-1,9.30729,7.004857,10,6.237,0.096,0.066,6587,432,10.8,67.3,4.7,587.6,98.8,509.141,0.036,0.971,78.01,146.4,1.058,22.83
icr034283,NG-jzHigK,NG,Katsina ala,Katsina ala-2-1,9.30729,7.004857,35,6.285,0.192,0.042,5058,340,5.2,29.8,3.5,471.4,84.1,500.841,0.018,0.772,82.49,153.9,0.399,15.96
icr034302,NG-mBp8PR,NG,Katsina ala,Katsina ala-3-1,9.30712,7.020702,10,6.971,0.144,0.117,6219,411,18.5,196.5,6.2,754.3,124.3,436.941,0.136,1.079,75.13,166.1,3.03,46.27
icr034303,NG-mBp8PR,NG,Katsina ala,Katsina ala-3-1,9.30712,7.020702,35,6.623,0.144,0.073,4652,305,7,86.2,3.3,478.5,104.8,421.341,0.06,0.985,80.09,173.1,1.375,20.95
icr034322,NG-9nvxOd,NG,Katsina ala,Katsina ala-4-2,9.304748,7.046088,10,6.264,0.096,0.06,5445,257,3.8,74.7,3.2,381,84.7,357.041,0.055,0.863,70.21,125.1,0.713,18.72
icr034323,NG-9nvxOd,NG,Katsina ala,Katsina ala-4-2,9.304748,7.046088,35,5.441,0.096,0.04,4334,207,1.9,51.7,4.6,292.5,97.7,622.841,0.076,1.168,87.86,165.5,0.483,34.42
icr034342,NG-hnHie8,NG,Katsina ala,Katsina ala-5-1,9.33337,6.975993,10,6.422,0.288,0.067,7916,421,9.5,74.3,5,618.9,125.7,540.441,0.075,0.782,102.2,151.6,1.094,26.81
icr034343,NG-hnHie8,NG,Katsina ala,Katsina ala-5-1,9.33337,6.975993,35,6.37,0.096,0.018,4352,254,3.5,51.8,3.3,323,103,551.141,0.009,0.691,103.6,146.9,0.477,20.42
icr034362,NG-fxD5Ec,NG,Katsina ala,Katsina ala-6-1,9.332265,7.004043,10,6.53,0.288,0.099,10109,659,21,132.7,5.7,1150.8,200.8,508.841,0.234,1.028,108,186.3,1.264,24.48
icr034363,NG-fxD5Ec,NG,Katsina ala,Katsina ala-6-1,9.332265,7.004043,35,6.592,0.096,0.062,8086,523,4.8,171.8,5.3,761.5,161.7,564.441,0.157,0.94,110.7,234.4,0.858,32.88
icr034382,NG-q2Jo1v,NG,Katsina ala,Katsina ala-7-1,9.335977,7.028182,10,5.917,0.192,0.028,4197,268,8.8,36.1,2.9,310.8,67,328.441,0.007,0.282,67.02,55.61,0.277,16.96
icr034383,NG-q2Jo1v,NG,Katsina ala,Katsina ala-7-1,9.335977,7.028182,35,5.782,0.096,0.014,2297,164,5.1,31.1,3.2,198.7,55.6,391.441,-0.026,0.318,64.97,32.59,0.48,24.43
icr034402,NG-QJ7vEq,NG,Katsina ala,Katsina ala-8-1,9.33436,7.04311,10,5.472,0.096,0.069,8605,600,12.1,87.5,5.7,429.4,96.1,579.741,0.009,1.318,316.4,96.77,2.051,27.49
icr034403,NG-QJ7vEq,NG,Katsina ala,Katsina ala-8-1,9.33436,7.04311,35,5.339,0.192,0.02,3008,225,5.2,44.9,3.7,251.1,70.4,484.941,-0.041,1.034,161.2,19.17,1.478,22.85
icr034422,NG-cRmA5r,NG,Katsina ala,Katsina ala-9-1,9.348373,6.977577,10,5.903,0.096,0.074,4110,328,5.8,98.8,5.2,305.3,88.1,445.141,0.049,0.876,86.19,127.6,0.564,39.38
icr034423,NG-cRmA5r,NG,Katsina ala,Katsina ala-9-1,9.348373,6.977577,35,5.369,0.096,0.032,3201,197,3.5,69.4,6.1,295.3,87.8,746.841,0.002,1.083,100.9,116,0.531,42.93
icr034441,NG-XOk2M5,NG,Katsina ala,Katsina ala-10-1,9.357102,7.0012,10,5.992,0.192,0.076,6066,402,5.2,79.1,4.8,557.5,107.5,574.641,0.057,1.25,93.71,212.1,0.62,24.81
icr034442,NG-XOk2M5,NG,Katsina ala,Katsina ala-10-1,9.357102,7.0012,35,5.617,0.192,0.021,6076,337,2.6,66.4,6.4,460.2,100.7,926.041,0.023,1.53,103.2,191.3,0.53,31.64
icr034461,NG-db4sw2,NG,Katsina ala,Katsina ala-11-2,9.35504,7.03131,10,5.704,0.288,0.095,5083,307,14,43.7,2.9,422.5,94.2,321.741,0.063,0.779,98.83,51.42,0.664,25.32
icr034462,NG-db4sw2,NG,Katsina ala,Katsina ala-11-2,9.35504,7.03131,35,5.294,0.096,0.033,2779,164,5,42.5,3.4,283.1,61.5,359.3,0.081,0.756,97.91,29.74,0.431,49.9
icr034481,NG-WDVoU7,NG,Katsina ala,Katsina ala-12-1,9.354232,7.050697,10,5.661,0.192,0.025,2218,132,3.2,37.6,4.7,285.1,49.8,451.2,0.069,0.963,86.87,106.1,0.518,64.89
icr034482,NG-WDVoU7,NG,Katsina ala,Katsina ala-12-1,9.354232,7.050697,35,5.896,0.096,0.051,3979,234,6.8,46.4,3,366.2,62.2,341.8,0.095,0.929,91.29,141.7,0.764,25.39
icr034501,NG-7c5mGw,NG,Katsina ala,Katsina ala-13-1,9.376038,6.983527,10,6.474,0.144,0.06,8025,496,18.3,89.1,4.1,864.1,125.9,497.7,0.187,1.017,83.02,165.8,0.857,33.99
icr034502,NG-7c5mGw,NG,Katsina ala,Katsina ala-13-1,9.376038,6.983527,35,6.435,0.048,0.038,6139,371,10.3,94.4,4.2,678.5,118.7,545.4,0.133,0.958,94.63,162.9,0.864,32.59
icr034521,NG-KRzQNr,NG,Katsina ala,Katsina ala-14-1,9.378645,7.009002,10,5.614,0.096,0.015,2456,177,0.7,51,4.7,731,169.7,543.1,0.068,0.755,74.57,54.74,0.808,46.72
icr034522,NG-KRzQNr,NG,Katsina ala,Katsina ala-14-1,9.378645,7.009002,35,5.699,0.096,0.012,882,109,0.5,24.8,4.4,607.7,138.4,345.8,0.039,0.526,45.27,18.56,0.79,50.49
icr034541,NG-rEei3T,NG,Katsina ala,Katsina ala-15-1,9.366843,7.02543,10,5.587,0.144,0.039,5827,396,11.3,41.7,3.4,427.2,85.7,366.4,0.063,0.859,160.4,20.5,0.501,41
icr034542,NG-rEei3T,NG,Katsina ala,Katsina ala-15-1,9.366843,7.02543,35,5.549,0.096,0.015,3369,248,6,30.3,2.7,277.5,59.8,357.9,0.041,0.752,120.2,9.14,0.459,42.75
icr034561,NG-i8xIXA,NG,Katsina ala,Katsina ala-16-1,9.370495,7.046152,10,6.127,0.095,0.089,4989,342,16.4,73.2,4.4,510.9,83.5,335.2,0.097,1,67.58,100.3,1.252,38.77
icr034562,NG-i8xIXA,NG,Katsina ala,Katsina ala-16-1,9.370495,7.046152,35,6.09,0.096,0.035,3354,283,9.4,67.9,4.1,407,77.3,463.2,0.09,1.317,72.52,92.82,0.753,50.58
icr034613,NG-FX3WRO,NG,Imorun,Imorun-1-1,4.630037,6.717035,10,4.69,1.392,0.159,19110,1923,5.6,57.4,13.3,546.5,97,961.241,0.194,1.114,194.7,23.59,1.041,22.4
icr034614,NG-FX3WRO,NG,Imorun,Imorun-1-1,4.630037,6.717035,35,4.511,1.536,0.082,13914,1180,3,44.9,15,406.7,84.8,1142.94,0.137,1.337,227.9,12.57,0.779,36.29
icr034633,NG-x2QqRX,NG,Imorun,Imorun-2-1,4.629377,6.740278,10,4.182,2.304,0.146,22244,1662,5.4,60.6,18.5,316.8,108.6,1221.94,0.134,0.698,249.2,8.844,0.788,22.06
icr034634,NG-x2QqRX,NG,Imorun,Imorun-2-1,4.629377,6.740278,35,4.295,0.768,0.07,15172,1115,2.3,39.2,17.6,197.7,65.7,1455.94,0.117,0.7,207.4,5.641,0.816,30.57
icr034653,NG-SqlnOf,NG,Imorun,Imorun-3-1,4.625047,6.768445,10,7.442,0.384,0.169,15444,1365,23.6,50.3,9.4,2093.8,182.7,815.641,0.713,1.105,115,66.2,3.477,21.22
icr034654,NG-SqlnOf,NG,Imorun,Imorun-3-1,4.625047,6.768445,35,6.245,0.384,0.062,8938,701,7.9,37.2,9,888.8,116.2,904.841,0.276,1.02,107.7,31.12,1.44,30.98
icr034673,NG-moZln1,NG,Imorun,Imorun-4-1,4.627915,6.784243,10,4.732,0.864,0.139,14924,1328,4.6,40.5,12,502.4,119.7,1033.94,0.156,1.215,165,23.46,0.895,24.27
icr034674,NG-moZln1,NG,Imorun,Imorun-4-1,4.627915,6.784243,35,4.697,0.96,0.052,8057,558,1.8,33.1,14.9,406.1,89,1271.94,0.1,1.783,129.9,7.442,1.011,48.05
icr034693,NG-dNe3H8,NG,Imorun,Imorun-5-2,4.650443,6.71556,10,4.142,0.76,0.258,24691,1835,7.8,90.5,18.8,593.6,76.2,674.441,0.101,0.719,411.3,29.65,0.928,29.74
icr034694,NG-dNe3H8,NG,Imorun,Imorun-5-2,4.650443,6.71556,35,3.941,1.663,0.132,15358,1039,5.3,63.3,19.9,170,51.7,876.941,0.075,0.858,421.1,6.968,1.43,29.47
icr034713,NG-HEyRhl,NG,Imorun,Imorun-6-1,4.643857,6.742817,10,4.727,0.618,0.092,22660,1853,6.5,79.6,17.7,521.7,141.1,1291.94,0.249,1.924,190.6,27.23,0.993,28.01
icr034714,NG-HEyRhl,NG,Imorun,Imorun-6-1,4.643857,6.742817,35,4.574,1.92,0.038,14639,1077,2.3,48.2,18.3,262.7,81.9,1450.94,0.133,1.915,150.2,15.47,0.751,35.49
icr034733,NG-pxwuA2,NG,Imorun,Imorun-7-1,4.644377,6.765718,10,5.526,0.192,0.065,16504,1212,9,38,9.5,930.8,128.8,1099.94,0.293,0.945,159.2,18.78,1.052,22.18
icr034734,NG-pxwuA2,NG,Imorun,Imorun-7-1,4.644377,6.765718,35,5.154,0.288,0.03,9515,669,2.4,38.4,13.6,773.4,88.7,1352.94,0.193,1.12,138.1,7.592,0.858,70.7
icr034753,NG-9HIyMY,NG,Imorun,Imorun-8-1,4.643185,6.784852,10,4.953,0.855,0.109,16359,1254,7.1,68.3,14.1,698.2,112.4,848.441,0.193,0.938,208.9,43.25,2.465,39.62
icr034754,NG-9HIyMY,NG,Imorun,Imorun-8-1,4.643185,6.784852,35,4.622,0.864,0.052,9015,788,2.9,45.6,15,298.9,74.6,1071.94,0.165,0.931,151.1,12.5,1.063,28.88
icr034773,NG-15ZHvd,NG,Imorun,Imorun-9-1,4.667463,6.722803,10,4.713,0.864,0.051,14193,957,7.6,36.9,13.6,235.3,57.5,876.741,0.167,1.086,232,9.804,1.519,21.43
icr034774,NG-15ZHvd,NG,Imorun,Imorun-9-1,4.667463,6.722803,35,4.924,0.384,0.093,19053,1524,4.8,53,15.7,526.5,98.6,945.641,0.24,1.033,194.2,22.79,0.852,30.76
icr034793,NG-j5IKTD,NG,Imorun,Imorun-10-1,4.666407,6.744892,10,5.288,0.288,0.167,34965,2884,11.4,97.9,17.4,1041.8,209.1,1002.94,0.428,1.078,218.6,21.12,1.149,17.09
icr034794,NG-j5IKTD,NG,Imorun,Imorun-10-1,4.666407,6.744892,35,5.648,0.192,0.085,28363,2156,5.3,89.7,19,968.8,136.4,1110.94,0.448,1.144,129.2,28.1,1.266,30.61
icr034813,NG-dStlTc,NG,Imorun,Imorun-11-1,4.672127,6.766608,10,6.243,0.288,0.144,23845,2004,14.8,163.6,15.6,1264.8,194.2,665.241,0.518,0.986,130.8,56.86,2.57,28.07
icr034814,NG-dStlTc,NG,Imorun,Imorun-11-1,4.672127,6.766608,35,5.967,0.384,0.136,16928,1478,9.6,221.6,15.6,1172.8,227.1,791.241,0.434,1.152,129.7,53.48,2.797,78.14
icr034833,NG-D6sdzo,NG,Imorun,Imorun-12-1,4.666762,6.79339,10,5.69,0.288,0.252,27035,2534,13.2,146.3,21.3,1540.8,197.2,812.341,0.721,1.212,139.2,83.12,2.806,23.37
icr034834,NG-D6sdzo,NG,Imorun,Imorun-12-1,4.666762,6.79339,35,5.572,0.288,0.086,17223,1365,5.4,98.1,20.5,1036.8,140,1145.94,0.442,1.196,133.4,29.7,1.244,20.92
