SSN,ssid
iit007151,NG-OCP-KD-GxXXzpP3
iit007152,NG-OCP-KD-vCLltKNr
iit007153,NG-OCP-KD-uiQ723m6
iit007154,NG-OCP-KD-NrvU0Ind
iit007155,NG-ODK-PL-A7WddqxL
iit007156,NG-OCP-KD-Ugji9id6
iit007157,NG-OCP-NS-3cUkAYef
iit007158,NG-OCP-NS-njCWM6E8
iit007159,NG-OCP-KD-BIbRNnXL
iit007160,NG-ODK-PL-2UIPvR3H
iit007161,NG-OCP-NS-WgMgYyOA
iit007162,NG-ODK-PL-J8t4jgBm
iit007163,NG-OCP-KD-XxhqHLEC
iit007164,NG-ODK-PL-k9Yttkih
iit007165,NG-OCP-NS-6Zng1X9p
iit007166,NG-OCP-NS-R7MGZrGE
iit007167,NG-ODK-PL-5KGeKbdK
iit007168,NG-ODK-PL-3FlALZz8
iit007169,NG-OCP-NS-6NsFvAPi
iit007170,NG-OCP-NS-j9ht12wP
iit007171,NG-ODK-PL-AEOMHjA5
iit007172,NG-OCP-KD-0qpXMUEs
iit007173,NG-OCP-KD-ZMG4glbV
iit007174,NG-OCP-KD-Hfst4TuD
iit007177,NG-OCP-KD-IDdhYOPQ
iit007178,NG-OCP-KD-gWHEU5PN
iit007179,NG-OCP-KD-mnyHEbfL
iit007181,NG-OCP-KD-uw56cZFl
iit007182,NG-OCP-KD-XVuPOTiP
iit007185,NG-ODK-PL-tJmgotao
iit007186,NG-ODK-PL-bDgs3mrE
iit007187,NG-OCP-KD-Ahrtltd2
iit007190,NG-ODK-PL-wRSwxmg6
iit007191,NG-ODK-PL-zBYXazJq
iit007193,NG-OCP-NS-dRZAp3IM
iit007194,NG-ODK-PL-KUap335Q
iit007195,NG-ODK-PL-AlSpQu75
iit007196,NG-OCP-NS-YaRb995U
iit007198,NG-OCP-NS-6b6VSjxl
iit007199,NG-OCP-NS-WsiHV7sj
iit007201,NG-OCP-NS-nEq4dofw
iit007202,NG-ODK-PL-JR86dSi5
iit007203,NG-OCP-KD-GqKo6LG7
iit007205,NG-OCP-KD-Buh293q9
iit007206,NG-OCP-KD-WkoyUoCz
iit007207,NG-OCP-KD-mYLx6qdI
iit007208,NG-OCP-KD-9AovD6bC
iit007209,NG-OCP-KD-RtZBRtFk
iit007210,NG-OCP-KD-z5OIiRof
iit007211,NG-OCP-KD-7ZToVnGp
iit007212,NG-OCP-KD-gMNud9Bs
iit007213,NG-OCP-KD-dOKtN6Hg
iit007214,NG-OCP-KD-bXKJzqQ4
iit007215,NG-OCP-KD-oumqZaEA
iit007216,NG-OCP-KD-aCu08Iml
iit007217,NG-OCP-KD-13cfjpRx
iit007219,NG-OCP-KD-3HJ5RLRh
iit007220,NG-OCP-KD-ECnyW2t4
iit007222,NG-OCP-KD-YHG5lBFq
iit007223,NG-OCP-KD-urQLEyRT
iit007224,NG-OCP-KD-H4PqsJfC
iit007225,NG-OCP-KD-1qyqFsTS
iit007226,NG-OCP-KN-n791pDYV
iit007227,NG-OCP-KN-ZQClDJRB
iit007228,NG-ODK-PL-pxgihMlO
iit007229,NG-OCP-KN-qKtltLEU
iit007230,NG-ODK-BA-o4W0IKx4
iit007231,NG-OCP-KN-HB3WD8lT
iit007232,NG-OCP-KN-9ZT03Qkn
iit007234,NG-ODK-PL-VGmhdxVP
iit007235,NG-ODK-PL-EYLArk2Z
iit007236,NG-ODK-PL-5cMTdgKg
iit007238,NG-ODK-PL-CWilZczA
iit007239,NG-ODK-PL-q2SpZ6vf
iit007240,NG-ODK-BA-BLMPHneN
iit007241,NG-ODK-BA-OQJ824tV
iit007242,NG-ODK-BA-ZUaO45U0
iit007243,NG-ODK-BA-04mqQYHN
iit007244,NG-ODK-BA-aLn9xNXN
iit007245,NG-ODK-BA-Ce5RQ8Ro
iit007250,NG-ODK-PL-T00G9QwC
iit007253,NG-ODK-PL-eNHPS4lJ
iit007254,NG-OCP-KN-2XQZjzzg
iit007255,NG-OCP-KN-pRJaNzEw
iit007256,NG-OCP-KN-F6iNcDDf
iit007257,NG-ODK-BA-6TefQJFy
iit007258,NG-ODK-PL-3ceqF7nz
iit007260,NG-ODK-BA-Bq3KLmrg
iit007265,NG-ODK-BA-2Nvh9WG8
iit007266,NG-ODK-BA-CGDoRwXE
iit007269,NG-ODK-BA-vW4wP8DJ
iit007270,NG-ODK-BA-okUFlpzg
iit007273,NG-ODK-PL-D3XnxvI2
iit007277,NG-ODK-PL-hRpMl0RS
iit007283,NG-ODK-BA-zXrnk5jc
iit007287,NG-ODK-BA-MSWu25Mr
iit007292,NG-ODK-PL-HimHdCra
iit007293,NG-ODK-BA-1Vi57cxU
iit007294,NG-ODK-PL-lS70cXUS
iit007295,NG-ODK-PL-5GYAgbUS
iit007296,NG-ODK-BA-vKROGCA6
iit007297,NG-ODK-PL-udHFUAm0
iit007299,NG-ODK-BA-a6iYlHjP
iit007300,NG-ODK-BA-tEObCXUh
iit007302,NG-ODK-BA-QYXKO8Wg
iit007305,NG-OCP-KN-I15Oc1rx
iit007306,NG-OCP-KN-tGyOvGaK
iit007309,NG-OCP-KN-Hyiv32Ge
iit007311,NG-OCP-KN-9nfyhLOq
iit007312,NG-OCP-KN-6bQcVNzZ
iit007317,NG-OCP-KN-xgCyFpaP
iit007321,NG-OCP-KN-a1mPiLAi
iit007322,NG-OCP-KN-pc4D68Mu
iit007324,NG-OCP-KN-rHOhaN4i
iit007326,NG-ODK-BA-hkZoAyOj
iit007329,NG-OCP-KN-4R0s9VQ6
iit007330,NG-OCP-KN-J7dTJB0E
iit007332,NG-OCP-KN-c9rHv8QR
iit007334,NG-ODK-BA-By4YSg9V
iit007335,NG-OCP-KN-IniXrfci
iit007336,NG-ODK-BA-eXZdd7Am
iit007338,NG-ODK-BA-WM9z6m7n
iit007345,NG-OCP-KN-2SbkGanC
iit007360,NG-OCP-KD-VpMKcuOL
iit007362,NG-OCP-NS-SlAKIq4s
iit007363,NG-OCP-NS-DptazSNh
iit007364,NG-OCP-NS-HnHhcj1r
iit007365,NG-OCP-PL-nlsmbKeK
iit007366,NG-OCP-NS-hj3ij6RH
iit007367,NG-OCP-NS-FfyzifYi
iit007368,NG-ODK-PL-pLn615Ra
iit007369,NG-ODK-PL-oEmUPkqF
iit007370,NG-ODK-PL-QmmQtBw1
iit007371,NG-ODK-PL-ORApads6
iit007372,NG-OCP-KN-5cMIC2oh
iit007373,NG-ODK-PL-w1PLIF5Z
iit007374,NG-ODK-PL-9xZAW9Bw
iit007375,NG-ODK-PL-euI5WyBd
iit007376,NG-ODK-PL-nSY14OAz
iit007377,NG-OCP-KN-zUZzdI97
iit007379,NG-OCP-NS-92FIkgXm
iit007380,NG-ODK-PL-4zz4V8Dd
iit007381,NG-OCP-KN-g7n0Fa69
iit007382,NG-ODK-PL-iUyVXJIk
iit007383,NG-ODK-BA-Y4tIhBEl
iit007384,NG-ODK-PL-sWZTKSv3
iit007385,NG-ODK-PL-eduDlcdQ
iit007386,NG-OCP-KN-X01784pa
iit007387,NG-ODK-BA-Ofh55OPX
iit007388,NG-ODK-PL-ILCxOJNM
iit007389,NG-ODK-BA-Zidezetk
iit007390,NG-OCP-NS-32LHPBvG
iit007391,NG-ODK-BA-C48XwjxN
iit007392,NG-OCP-KN-SejVWbpn
iit007393,NG-ODK-BA-gYdk5a2H
iit007394,NG-ODK-PL-aFdwVsXS
iit007395,NG-ODK-BA-Wb55UwE0
iit007396,NG-ODK-BA-LIMQQseo
iit007397,NG-ODK-PL-DZMDZgrr
iit007398,NG-ODK-PL-bxTmJHm7
iit007399,NG-ODK-BA-2JtC7zWG
iit007400,NG-ODK-BA-sJGsmyV0
iit007401,NG-OCP-NG-N4BPBVhJ
iit007402,NG-OCP-NG-CJ1rg3bw
iit007403,NG-OCP-NG-OYptJIlB
iit007404,NG-OCP-NG-2OamMsxr
iit007405,NG-OCP-NG-UQKPLxE0
iit007406,NG-OCP-NG-PGjDWwl0
iit007407,NG-OCP-NG-0J3vC0jm
iit007408,NG-OCP-NG-Hb0H3Aap
iit007409,NG-OCP-NG-e9v1N4kT
iit007410,NG-OCP-NG-k6VqzxR6
iit007411,NG-OCP-NG-0EN3G4iX
iit007412,NG-OCP-NG-6ZxCdb0q
iit007413,NG-OCP-NG-Eg0SOi0b
iit007414,NG-OCP-NG-ZiHvsERK
iit007415,NG-OCP-NG-6HkRjuEr
iit007416,NG-OCP-NG-7xTjk9JD
iit007417,NG-OCP-NG-BrFHMjMn
iit007418,NG-OCP-NG-0LwHUnWI
iit007419,NG-OCP-NG-rieNhHpG
iit007420,NG-OCP-NG-1BQ1y1hX
iit007421,NG-OCP-NG-l5ogmD02
iit007423,NG-OCP-NG-rel4jLal
iit007424,NG-OCP-NG-7nuKFrxg
iit007425,NG-OCP-NG-nBHBVMgG
iit007426,NG-OCP-NG-7qSs3c9R
iit007427,NG-OCP-NG-HZrlA7mz
iit007428,NG-OCP-NG-1xFAypwA
iit007429,NG-OCP-NG-zqhr2rQp
iit007430,NG-OCP-NG-lV0scigS
iit007431,NG-OCP-NG-KPe3gn6o
iit007432,NG-OCP-NG-qay2RKJc
iit007433,NG-OCP-NG-q37j4Dzf
iit007434,NG-OCP-NG-jGacBkv3
iit007435,NG-OCP-NG-PEyLdxpY
iit007436,NG-OCP-NG-dpSMYPyl
iit007437,NG-OCP-NG-mhDS7C9G
iit007438,NG-OCP-NG-Di9JgEj8
iit007439,NG-OCP-NG-Etk8zHw9
iit007440,NG-OCP-NG-GKids7jm
iit007441,NG-OCP-NG-aFJSrsPr
iit007442,NG-OCP-NG-ctjkqSPx
iit007443,NG-OCP-NG-hu15Yoow
iit007444,NG-OCP-NG-4VsKgHMZ
iit007445,NG-OCP-NG-0WNnzSIU
iit007446,NG-OCP-NG-mc9KVlNN
iit007447,NG-OCP-NG-R03TrwxK
iit007448,NG-OCP-NG-pWd9eLQU
iit007449,NG-OCP-NG-X28rd5Xd
iit007450,NG-OCP-NG-2w0ogvgV
iit007451,NG-OCP-NG-XlfclPXS
iit007452,NG-OCP-NG-OWaGku70
iit007453,NG-OCP-NG-qXMbV8E9
iit007455,NG-OCP-NG-PPxFpKWl
iit007456,NG-OCP-NG-S8KWMfB3
iit007457,NG-OCP-NG-IKPaX620
iit007458,NG-OCP-NG-BAV2m1JY
iit007459,NG-OCP-NG-Zu1V8zzr
iit007460,NG-OCP-NG-QRnB9V7q
iit007461,NG-OCP-NG-LkQxyUVa
iit007462,NG-OCP-NG-Y8AknFPY
iit007463,NG-OCP-NG-KHIrUYbb
iit007464,NG-OCP-NG-vP7gAeGy
iit007465,NG-OCP-NG-Ema2HHF7
iit007466,NG-OCP-NG-lzeXNGTm
iit007467,NG-OCP-NG-VH8YNp61
iit007468,NG-OCP-PL-Lmd0RKq2
iit007469,NG-OCP-PL-isAmIcqT
iit007470,NG-OCP-NG-nrEZVFWI
iit007471,NG-OCP-NG-cNDoF1wf
iit007472,NG-OCP-NG-nFIaJHUu
iit007473,NG-OCP-NG-0mYg1fXS
iit007474,NG-OCP-NG-oyP0MjME
iit007475,NG-OCP-PL-hsntw2cy
iit007476,NG-ODK-PL-QUyxptVf
iit007477,NG-OCP-PL-1hkK7n2t
iit007478,NG-OCP-PL-XEgs7w5r
iit007479,NG-OCP-PL-UgzTSctD
iit007480,NG-OCP-PL-8UT1TN2r
iit007481,NG-ODK-PL-u39gBess
iit007482,NG-OCP-NG-KNn36UoN
iit007483,NG-OCP-PL-os6vVZim
iit007484,NG-OCP-PL-mmm1XKze
iit007485,NG-OCP-NG-78V1cDih
iit007486,NG-OCP-NG-oaommjeL
iit007487,NG-OCP-NG-js69Zf1y
iit007489,NG-OCP-NG-8g3Y4Lql
iit007490,NG-OCP-NG-eYI3CfhP
iit007491,NG-OCP-NG-Ic2WW5nD
iit007492,NG-OCP-NG-2pCvadRO
iit007493,NG-OCP-PL-cRjgKHVo
iit007494,NG-OCP-PL-M4bwECav
iit007495,NG-OCP-PL-TS7eJdbj
iit007496,NG-OCP-KD-sO297vE4
iit007497,NG-OCP-KD-GbFir9rZ
iit007498,NG-OCP-KD-F7CMemPy
iit007499,NG-OCP-KD-u9rCCWxM
iit007500,NG-OCP-KD-loatAa4x
iit007501,NG-OCP-KD-j8sJu3gb
iit007502,NG-OCP-KD-9dLnVyB3
iit007503,NG-OCP-PL-rWPsbInE
iit007504,NG-OCP-NG-X0P2VXub
iit007505,NG-OCP-KD-T7vzWM2N
iit007506,NG-OCP-KD-9szqMX0E
iit007507,NG-OCP-KD-tex9OoN3
iit007508,NG-OCP-KD-GznE0vwK
iit007509,NG-OCP-PL-lBe68gPn
iit007510,NG-OCP-NG-5y0lnZOn
iit007511,NG-OCP-KD-xbPHCYyN
iit007512,NG-OCP-KD-0ZxWTIPE
iit007513,NG-OCP-NG-a68fqUYx
iit007514,NG-OCP-NG-YKwiJgjl
iit007516,NG-OCP-NS-msIMJqSq
iit007517,NG-OCP-NS-srpP2bek
iit007518,NG-OCP-NS-JDxx1tSp
iit007519,NG-OCP-NS-2WL69rnX
iit007520,NG-OCP-NS-fdtqSzfl
iit007521,NG-OCP-NS-Kk0EgwOn
iit007522,NG-OCP-NS-z00vP5DI
iit007523,NG-OCP-NS-sbs2OsBE
iit007524,NG-OCP-NS-0MQhHOeH
iit007525,NG-OCP-NS-rLVlJQ7H
iit007526,NG-OCP-NS-V94BvKBz
iit007527,NG-OCP-NS-2ODqEXL0
iit007528,NG-OCP-NS-ro8TcQ5U
iit007529,NG-OCP-NS-DcNoGF8p
iit007530,NG-OCP-NS-cqzOhQZh
iit007531,NG-OCP-NS-Va7HQtiI
iit007532,NG-OCP-NS-pkSJox8I
iit007533,NG-OCP-NS-jmJU0307
iit007534,NG-OCP-NS-QePBvWs6
iit007535,NG-OCP-NS-1Ed1MYga
iit007536,NG-OCP-NS-mxgUR5Tn
iit007537,NG-OCP-NS-oGJGYEF4
iit007539,NG-ODK-BA-hRfwbcVn
iit007540,NG-ODK-BA-gS1RwWAY
iit007541,NG-OCP-KN-4PXXtcmP
iit007542,NG-ODK-BA-QRLyoBzE
iit007543,NG-ODK-BA-LDXW631X
iit007544,NG-ODK-PL-5uRRWiep
iit007545,NG-ODK-PL-2ndmPFQW
iit007546,NG-ODK-BA-v9OI8pm2
iit007547,NG-ODK-PL-XtSPHocl
iit007548,NG-ODK-BA-7fNTSfc6
iit007549,NG-ODK-BA-xVI63fBp
iit007550,NG-ODK-BA-TCWp2VNd
iit007551,NG-OCP-PL-jvC69a1c
iit007552,NG-OCP-KN-LzJJxzla
iit007553,NG-OCP-PL-i3W73zjc
iit007554,NG-OCP-PL-UYX77rdB
iit007556,NG-OCP-PL-FXN4y60f
iit007557,NG-OCP-PL-R3Lp47GW
iit007558,NG-OCP-PL-63Th8Hms
iit007559,NG-OCP-PL-npm1Rpax
iit007560,NG-OCP-PL-V2IBrTaE
iit007561,NG-OCP-PL-GI74KLvK
iit007562,NG-OCP-PL-qK4Nds02
iit007563,NG-OCP-PL-bW1zQX9O
iit007564,NG-OCP-PL-AZcPv0wu
iit007565,NG-OCP-PL-lv9g6u4w
iit007566,NG-OCP-PL-jJ6dB8uz
iit007567,NG-OCP-PL-4sDARgR3
iit007568,NG-OCP-PL-jRNUpHeu
iit007569,NG-OCP-PL-JFvknwDv
iit007570,NG-OCP-NG-UiczcCca
iit007571,NG-OCP-NG-vunUNIhh
iit007572,NG-OCP-NG-BZURMJIp
iit007573,NG-OCP-NG-Kt1zofAW
iit007574,NG-OCP-PL-RBVOwVsl
iit007575,NG-OCP-PL-wCSCfwQM
iit007576,NG-OCP-NG-dRVtUUSg
iit007577,NG-OCP-NG-1J3QVYGl
iit007578,NG-OCP-NG-vuQgWKTu
iit007579,NG-OCP-NG-O2LKBrCV
iit007580,NG-OCP-BA-V3UK9Ztn
iit007581,NG-OCP-NG-wkThLWoj
iit007582,NG-OCP-PL-yFlhqc7L
iit007583,NG-OCP-NG-1vUt7A0k
iit007584,NG-OCP-PL-8ImNkgWK
iit007585,NG-OCP-NG-0EIBTKZC
iit007586,NG-OCP-NG-Z7tPfwQ0
iit007588,NG-OCP-NG-IapTMIo5
iit007589,NG-OCP-NG-uFT77wc7
iit007590,NG-ODK-PL-D88XcsIK
iit007591,NG-ODK-PL-qzUJdwcR
iit007592,NG-ODK-PL-QIw2Flhv
iit007593,NG-ODK-PL-SNvH2GAq
iit007594,NG-OCP-KN-VloxIVbK
iit007595,NG-ODK-PL-BitEjuEv
iit007596,NG-OCP-KN-LdagPQcx
iit007597,NG-ODK-PL-kWQF464T
iit007598,NG-OCP-KN-T3oXElci
iit007599,NG-OCP-KN-dgHuNaAj
iit007600,NG-OCP-KN-l3jsZf0b
iit007601,NG-OCP-KN-WMfUWuSP
iit007602,NG-OCP-KN-0WOpik2d
iit007603,NG-OCP-KN-ZvtUNYsS
iit007604,NG-OCP-KN-7zV2dpMn
iit007605,NG-OCP-KN-IkybkATE
iit007606,NG-ODK-PL-Bjt698uV
iit007607,NG-OCP-KN-KqCXtO6R
iit007608,NG-ODK-PL-Vt17Tydt
iit007609,NG-OCP-KN-nKGG3mKV
iit007610,NG-OCP-KN-h7zQV9Pn
iit007611,NG-ODK-PL-xdA5Oakc
iit007612,NG-OCP-KN-IkpXE32Z
iit007613,NG-OCP-KN-HeCpU2b6
iit007614,NG-ODK-PL-xq6vQ0X0
iit007615,NG-ODK-PL-RRw4SvGk
iit007616,NG-ODK-PL-wEwg9Vzv
iit007617,NG-OCP-KN-fp7gwo1a
iit007618,NG-OCP-KN-Sxwnycai
iit007619,NG-OCP-KN-jYWhFtOi
iit007620,NG-ODK-PL-rLB0JmRt
iit007621,NG-OCP-KN-GT3AeED2
iit007622,NG-OCP-KN-7rx9P5R5
iit007623,NG-OCP-KN-1t3wQDZy
